,index,topic,perspective,index,topic_tar_combined_score,persp_tar_combined_score,topic_inds_combined_score,persp_inds_combined_score,index,topic_tar_norm_syn_score,persp_tar_norm_syn_score,topic_inds_norm_syn_score,persp_inds_norm_syn_score,index,topic_tar_norm_cosine_score,persp_tar_norm_cosine_score,topic_inds_norm_cosine_score,persp_inds_norm_cosine_score
4385,0,Social networking sites are good for our society,"Social media can bring harm to groups such as the military, journalists and activists.",0,society,groups,"[7, -1, -1, -1, -1]","[6, -1, -1, -1, -1]",0,society,groups,"[7, -1, -1, -1, -1]","[6, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]"
4386,0,Social networking sites are good for our society,"There is a danger that social media can bring to the military, journalists and activists.",0,networking sites,media,"[1, 2, -1, -1, -1]","[6, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[6, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[6, -1, -1, -1, -1]"
4387,0,Social networking sites are good for our society,Social media can facilitate inappropriate student-teacher relationships.,0,society,relationships,"[7, -1, -1, -1, -1]","[6, -1, -1, -1, -1]",0,society,relationships,"[7, -1, -1, -1, -1]","[6, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]"
4388,0,Social networking sites are good for our society,Social media can cause inappropriate student-teacher relations.,0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]"
4389,0,Social networking sites are good for our society,Social media can start inappropriate student-teacher problems.,0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]"
4390,0,Social networking sites are good for our society,Social media sites help employers find employees and job-seekers find work.,0,networking sites,help employers,"[1, 2, -1, -1, -1]","[3, 4, -1, -1, -1]",0,networking sites,work,"[1, 2, -1, -1, -1]","[10, -1, -1, -1, -1]",0,networking sites,help employers,"[1, 2, -1, -1, -1]","[3, 4, -1, -1, -1]"
4391,0,Social networking sites are good for our society,When looking for a job social media can help,0,networking sites,media,"[1, 2, -1, -1, -1]","[6, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[6, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[6, -1, -1, -1, -1]"
4392,0,Social networking sites are good for our society,employers can search social media for new empolyees,0,networking sites,media,"[1, 2, -1, -1, -1]","[4, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[4, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[4, -1, -1, -1, -1]"
4393,0,Social networking sites are good for our society,Job-seekers may find work with social media sites.,0,networking sites,media sites,"[1, 2, -1, -1, -1]","[6, 7, -1, -1, -1]",0,networking sites,media sites,"[1, 2, -1, -1, -1]","[6, 7, -1, -1, -1]",0,networking sites,media sites,"[1, 2, -1, -1, -1]","[6, 7, -1, -1, -1]"
4394,0,Social networking sites are good for our society,Social media helps job-seekers connect with employers,0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]",0,networking sites,job-seekers connect,"[1, 2, -1, -1, -1]","[3, 4, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]"
4395,0,Social networking sites are good for our society,Social media can help disarm social stigmas.,0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]"
4396,0,Social networking sites are good for our society,Social media can help alleviate the shunning of the socially marginalized.,0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]"
4397,0,Social networking sites are good for our society,Social media can be a tool in the fight against social discrimination.,0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]"
4398,0,Social networking sites are good for our society,Social media allows for rapid communication during crisis events.,0,networking sites,media allows,"[1, 2, -1, -1, -1]","[1, 2, -1, -1, -1]",0,networking sites,media allows,"[1, 2, -1, -1, -1]","[1, 2, -1, -1, -1]",0,networking sites,media allows,"[1, 2, -1, -1, -1]","[1, 2, -1, -1, -1]"
4399,0,Social networking sites are good for our society,Social media facilitates quick and easy contact during times of crisis.,0,networking sites,contact,"[1, 2, -1, -1, -1]","[6, -1, -1, -1, -1]",0,networking sites,contact,"[1, 2, -1, -1, -1]","[6, -1, -1, -1, -1]",0,networking sites,media facilitates,"[1, 2, -1, -1, -1]","[1, 2, -1, -1, -1]"
4400,0,Social networking sites are good for our society,Social media is useful in times of emergencies as it enables instant contact.,0,networking sites,contact,"[1, 2, -1, -1, -1]","[12, -1, -1, -1, -1]",0,networking sites,contact,"[1, 2, -1, -1, -1]","[12, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]"
4401,0,Social networking sites are good for our society,"Unauthorized sharing on social media exposes artists to copyright infringement, loss of intellectual property, and loss of income.",0,networking sites,sharing,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]",0,networking sites,sharing,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[4, -1, -1, -1, -1]"
4402,0,Social networking sites are good for our society,"Sharing on social media without permission can expose artists to copyright infringement, loss of intellectual property, and income loss",0,networking sites,media,"[1, 2, -1, -1, -1]","[3, -1, -1, -1, -1]",0,networking sites,property,"[1, 2, -1, -1, -1]","[15, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[3, -1, -1, -1, -1]"
4403,0,Social networking sites are good for our society,"Unauthorized sharing on social media sites can lead to artists being infringed on their copyrights, loss of intellectual property, and income loss",0,networking sites,media sites,"[1, 2, -1, -1, -1]","[4, 5, -1, -1, -1]",0,networking sites,media sites,"[1, 2, -1, -1, -1]","[4, 5, -1, -1, -1]",0,networking sites,media sites,"[1, 2, -1, -1, -1]","[4, 5, -1, -1, -1]"
4404,0,Social networking sites are good for our society,Social media helps people who are socially isolated or shy connect with other people.,0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]",0,networking sites,connect,"[1, 2, -1, -1, -1]","[10, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]"
4405,0,Social networking sites are good for our society,Those who are more shy and introverted can connect with others through social media.,0,networking sites,media,"[1, 2, -1, -1, -1]","[13, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[13, -1, -1, -1, -1]",0,networking sites,others,"[1, 2, -1, -1, -1]","[10, -1, -1, -1, -1]"
4406,0,Social networking sites are good for our society,A bashful individual can fulfill his or her social needs through social media.,0,networking sites,media,"[1, 2, -1, -1, -1]","[12, -1, -1, -1, -1]",0,networking sites,individual,"[1, 2, -1, -1, -1]","[2, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[12, -1, -1, -1, -1]"
4407,0,Social networking sites are good for our society,Social media increases voter participation.,0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]"
4408,0,Social networking sites are good for our society,Getting the word out about how to vote on social media gives more people the chance to participate. ,0,networking sites,media,"[1, 2, -1, -1, -1]","[10, -1, -1, -1, -1]",0,society,people,"[7, -1, -1, -1, -1]","[13, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[10, -1, -1, -1, -1]"
4409,0,Social networking sites are good for our society,Social media helped to motivate people to get out and vote. ,0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]",0,society,people,"[7, -1, -1, -1, -1]","[5, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]"
4410,0,Social networking sites are good for our society,Social media is good for the economy.,0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]"
4411,0,Social networking sites are good for our society,If you need a local part-time job than post it to social media.  ,0,networking sites,post,"[1, 2, -1, -1, -1]","[8, -1, -1, -1, -1]",0,networking sites,post,"[1, 2, -1, -1, -1]","[8, -1, -1, -1, -1]",0,society,part-time job,"[7, -1, -1, -1, -1]","[5, 6, -1, -1, -1]"
4412,0,Social networking sites are good for our society,Social media helps small businesses find talented workers.  ,0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]",0,society,businesses,"[7, -1, -1, -1, -1]","[4, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]"
4413,0,Social networking sites are good for our society,Social media offers teachers a platform for collaboration with other teachers and communication with students outside the classroom.,0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]"
4414,0,Social networking sites are good for our society,Teachers are able to collaborate with one another using social media.,0,networking sites,media,"[1, 2, -1, -1, -1]","[10, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[10, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[10, -1, -1, -1, -1]"
4415,0,Social networking sites are good for our society,Social media harms employees' productivity.,0,networking sites,media harms employees productivity,"[1, 2, -1, -1, -1]","[1, 2, 3, 4, -1]",0,networking sites,media harms employees productivity,"[1, 2, -1, -1, -1]","[1, 2, 3, 4, -1]",0,networking sites,media harms employees productivity,"[1, 2, -1, -1, -1]","[1, 2, 3, 4, -1]"
4416,0,Social networking sites are good for our society,Employees are constantly losing their focus due to social media.,0,networking sites,media,"[1, 2, -1, -1, -1]","[9, -1, -1, -1, -1]",0,networking sites,focus,"[1, 2, -1, -1, -1]","[5, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[9, -1, -1, -1, -1]"
4417,0,Social networking sites are good for our society,Social media posts cannot be completely deleted and all information posted can have unintended consequences.,0,networking sites,media posts,"[1, 2, -1, -1, -1]","[1, 2, -1, -1, -1]",0,networking sites,media posts,"[1, 2, -1, -1, -1]","[1, 2, -1, -1, -1]",0,networking sites,media posts,"[1, 2, -1, -1, -1]","[1, 2, -1, -1, -1]"
4418,0,Social networking sites are good for our society,Social media posts can't be deleted permanently and the information that is posted can have unintended consequences.,0,networking sites,media posts,"[1, 2, -1, -1, -1]","[1, 2, -1, -1, -1]",0,networking sites,media posts,"[1, 2, -1, -1, -1]","[1, 2, -1, -1, -1]",0,networking sites,media posts,"[1, 2, -1, -1, -1]","[1, 2, -1, -1, -1]"
4419,0,Social networking sites are good for our society,Social media posts are not able to be completely deleted and all the information that was posted can have unintended consequences.,0,networking sites,media posts,"[1, 2, -1, -1, -1]","[1, 2, -1, -1, -1]",0,networking sites,media posts,"[1, 2, -1, -1, -1]","[1, 2, -1, -1, -1]",0,networking sites,media posts,"[1, 2, -1, -1, -1]","[1, 2, -1, -1, -1]"
4420,0,Social networking sites are good for our society,It is easy to act in an inappropriate manner with electronic communications.,0,society,communications,"[7, -1, -1, -1, -1]","[11, -1, -1, -1, -1]",0,society,communications,"[7, -1, -1, -1, -1]","[11, -1, -1, -1, -1]",0,networking sites,communications,"[1, 2, -1, -1, -1]","[11, -1, -1, -1, -1]"
4421,0,Social networking sites are good for our society,Electronic communication facilitates sexual misconduct. ,0,society,communication facilitates,"[7, -1, -1, -1, -1]","[1, 2, -1, -1, -1]",0,networking sites,misconduct,"[1, 2, -1, -1, -1]","[4, -1, -1, -1, -1]",0,networking sites,communication facilitates,"[1, 2, -1, -1, -1]","[1, 2, -1, -1, -1]"
4422,0,Social networking sites are good for our society,"Social media enables ""sexting,"" which can lead to criminal charges and the unexpected proliferation of personal images.",0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]"
4423,0,Social networking sites are good for our society,Many young people talk sexually through social media.,0,networking sites,media,"[1, 2, -1, -1, -1]","[7, -1, -1, -1, -1]",0,society,people,"[7, -1, -1, -1, -1]","[2, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[7, -1, -1, -1, -1]"
4424,0,Social networking sites are good for our society,"If you are not careful, sexting can be a start of criminal activity.",0,networking sites,start,"[1, 2, -1, -1, -1]","[9, -1, -1, -1, -1]",0,networking sites,start,"[1, 2, -1, -1, -1]","[9, -1, -1, -1, -1]",0,networking sites,start,"[1, 2, -1, -1, -1]","[9, -1, -1, -1, -1]"
4425,0,Social networking sites are good for our society,Social media helps senior citizens feel more connected to society.,0,society,society,"[7, -1, -1, -1, -1]","[9, -1, -1, -1, -1]",0,society,society,"[7, -1, -1, -1, -1]","[9, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]"
4426,0,Social networking sites are good for our society,The elderly do not feel alienated from society when they are on social media.,0,society,society,"[7, -1, -1, -1, -1]","[7, -1, -1, -1, -1]",0,society,society,"[7, -1, -1, -1, -1]","[7, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[13, -1, -1, -1, -1]"
4427,0,Social networking sites are good for our society,"Being active on social media, helps seniors feel more involved in society at large.",0,society,society,"[7, -1, -1, -1, -1]","[11, -1, -1, -1, -1]",0,society,society,"[7, -1, -1, -1, -1]","[11, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[4, -1, -1, -1, -1]"
4428,0,Social networking sites are good for our society,Social media lacks privacy and exposes users to government and corporate intrusions.,0,networking sites,media lacks privacy,"[1, 2, -1, -1, -1]","[1, 2, 3, -1, -1]",0,networking sites,media lacks privacy,"[1, 2, -1, -1, -1]","[1, 2, 3, -1, -1]",0,networking sites,media lacks privacy,"[1, 2, -1, -1, -1]","[1, 2, 3, -1, -1]"
4429,0,Social networking sites are good for our society,A potential drawback of social media on societies is that it opens users up to privacy invasions by government and private entities.,0,society,societies,"[7, -1, -1, -1, -1]","[7, -1, -1, -1, -1]",0,society,societies,"[7, -1, -1, -1, -1]","[7, -1, -1, -1, -1]",0,networking sites,societies,"[1, 2, -1, -1, -1]","[7, -1, -1, -1, -1]"
4430,0,Social networking sites are good for our society,Social media enables government and business interests to invade the privacy of its users.,0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]",0,society,business interests,"[7, -1, -1, -1, -1]","[5, 6, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]"
4431,0,Social networking sites are good for our society,Social media enables the spread of unreliable and false information.,0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]"
4432,0,Social networking sites are good for our society,Social media allows for the rapid dissemination of untrue data.,0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]"
4433,0,Social networking sites are good for our society,One drawback of social media is that it quickly facilitates the spread of rumors and falsities. ,0,networking sites,rumors,"[1, 2, -1, -1, -1]","[13, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[4, -1, -1, -1, -1]",0,networking sites,rumors,"[1, 2, -1, -1, -1]","[13, -1, -1, -1, -1]"
4434,0,Social networking sites are good for our society,Social media causes people to spend less time interacting face-to-face.,0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]",0,society,people,"[7, -1, -1, -1, -1]","[3, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]"
4435,0,Social networking sites are good for our society,When people use social media they tend to reduce their personal face-to-face  time with others.,0,networking sites,media,"[1, 2, -1, -1, -1]","[4, -1, -1, -1, -1]",0,society,people,"[7, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[4, -1, -1, -1, -1]"
4436,0,Social networking sites are good for our society,"Using social media takes time away from real, in-person interaction.",0,networking sites,media,"[1, 2, -1, -1, -1]","[2, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[2, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[2, -1, -1, -1, -1]"
4437,0,Social networking sites are good for our society,Social media offers a way for musicians and artists to build audiences even if they don't have a corporate contract.,0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]",0,society,audiences,"[7, -1, -1, -1, -1]","[11, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[1, -1, -1, -1, -1]"
4438,0,Social networking sites are good for our society,Those in the arts can increase their audience using social media.,0,networking sites,media,"[1, 2, -1, -1, -1]","[10, -1, -1, -1, -1]",0,society,audience,"[7, -1, -1, -1, -1]","[7, -1, -1, -1, -1]",0,networking sites,media,"[1, 2, -1, -1, -1]","[10, -1, -1, -1, -1]"
